mutated_node	node_ko	drugs	growth	nb_fixpoints	stable_state
NFKB_f%0	MAP3K7%0,MAPK14%0	5Z-BI	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,GSK3_f%0	5Z-CT	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,MEK_f%0	5Z-PD	1.0	1	11112111111010001011011010111010100100001000001111111100111111010010111111011111101101011001100110010000100011010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,PIK3CA%0	5Z-PI	2.0	1	11113111111011001011011010111010100100001100001111111100011111010110101111111111101101011001100110010000101111010110011111111000110001111101010000
NFKB_f%0	MAP3K7%0,CTNNB1%0	5Z-PK	2.0	1	11113111111011001010011111100010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,JNK_f%0	5Z-JN	n/a	0	-
NFKB_f%0	MAP3K7%0,RSK_f%0	5Z-D1	1.0	1	11112111111011001011011010111010100100001100001111111100111111010110101111011111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,IKBKB%0	5Z-60	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,TGFBR1%0,ACVR1%0	5Z-SB	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111000110011101110000110001111101010001
NFKB_f%0	MAP3K7%0,JAK_f%0	5Z-RU	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,CK1_f%0,TGFBR1%0	5Z-D4	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111110000110001111101010001
NFKB_f%0	MAP3K7%0,MYC%0	5Z-F4	1.0	1	11112111111011001111101010111100100011101100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110101111101010001
NFKB_f%0	MAP3K7%0,STAT3%0	5Z-ST	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111001101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,PDPK1%0	5Z-G2	0.0	1	11111111111011001111101010111100100011110100001111111100111111010110101110000111111111011001100111010000101111010110011111111000110101111101010010
NFKB_f%0	MAP3K7%0,ROCK1%0	5Z-G4	2.0	1	11113111111011001011011010111010100100001100001111111100111111010110101111111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	MAP3K7%0,SYK%0	5Z-P5	2.0	1	11113111011011001011011010111010100100001100001111111100111111010110100001111111101101011001100110010000101111010110011111111000110001111101010001
NFKB_f%0	AKT_f%0,MAPK14%0	AK-BI	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,GSK3_f%0	AK-CT	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,MEK_f%0	AK-PD	n/a	0	-
NFKB_f%0	AKT_f%0,PIK3CA%0	AK-PI	1.0	1	11113111111001001010011111111011100100001100001011012101011111011110101111101111110111011000000111010111101111000111111111011000110001111111101100
NFKB_f%0	AKT_f%0,CTNNB1%0	AK-PK	1.0	1	11113111111001001010011111100011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,JNK_f%0	AK-JN	n/a	0	-
NFKB_f%0	AKT_f%0,RSK_f%0	AK-D1	-1.0	1	11111111111001001010001111111101100100011100001001012101111111011110101111001111110111011000000111011111101111000111111111011000110101111111101111
NFKB_f%0	AKT_f%0,IKBKB%0	AK-60	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110101011000000110010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,TGFBR1%0,ACVR1%0	AK-SB	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111101010000110001111111101101
NFKB_f%0	AKT_f%0,JAK_f%0	AK-RU	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,CK1_f%0,TGFBR1%0	AK-D4	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111010000110001111111101101
NFKB_f%0	AKT_f%0,MYC%0	AK-F4	0.0	1	11112111111001001010001111111101100100011100001011012101111111011110101111101111110111011000000111010111101111000111111111011000110101111111101101
NFKB_f%0	AKT_f%0,STAT3%0	AK-ST	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111010111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	AKT_f%0,PDPK1%0	AK-G2	-1.0	1	11111111111001001010001111111101100100010100001001012101111111011110101111000111110111011000000111011111101111000111111111011000110101111111101110
NFKB_f%0	AKT_f%0,ROCK1%0	AK-G4	1.0	1	11113111111001001010011111111011100100011100001011012101111111011110101111101111100111011000000111010111101111000111111111111000110001111101010001
NFKB_f%0	AKT_f%0,SYK%0	AK-P5	1.0	1	11113111011001001010011111111011100100011100001011012101111111011110100001101111110111011000000111010111101111000111111111011000110001111111101101
NFKB_f%0	MAPK14%0,GSK3_f%0	BI-CT	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,MEK_f%0	BI-PD	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,PIK3CA%0	BI-PI	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	MAPK14%0,CTNNB1%0	BI-PK	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,JNK_f%0	BI-JN	n/a	0	-
NFKB_f%0	MAPK14%0,RSK_f%0	BI-D1	2.0	1	11112111111011001000011111111010100100001100001111110000111111011110101111011111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,IKBKB%0	BI-60	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101101011001100110010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,TGFBR1%0,ACVR1%0	BI-SB	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111000111111101110000110001111101010001
NFKB_f%0	MAPK14%0,JAK_f%0	BI-RU	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,CK1_f%0,TGFBR1%0	BI-D4	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111110000110001111101010001
NFKB_f%0	MAPK14%0,MYC%0	BI-F4	2.0	1	11112111111011001000001111111100100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110101111101010001
NFKB_f%0	MAPK14%0,STAT3%0	BI-ST	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111001111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,PDPK1%0	BI-G2	1.0	1	11111111111011001000001111111100100100010100001111110000111111011110101110000111111111011001100111010000101111010111111111111000110101111101010010
NFKB_f%0	MAPK14%0,ROCK1%0	BI-G4	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MAPK14%0,SYK%0	BI-P5	3.0	1	11113111011011001000011111111010100100001100001111110000111111011110100001111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,MEK_f%0	CT-PD	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,PIK3CA%0	CT-PI	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	GSK3_f%0,CTNNB1%0	CT-PK	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,JNK_f%0	CT-JN	n/a	0	-
NFKB_f%0	GSK3_f%0,RSK_f%0	CT-D1	2.0	1	11112111111011001000011111111010100100001100001111110000111111011110101111011111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,IKBKB%0	CT-60	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101101011001100110010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,TGFBR1%0,ACVR1%0	CT-SB	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111000111111101110000110001111101010001
NFKB_f%0	GSK3_f%0,JAK_f%0	CT-RU	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,CK1_f%0,TGFBR1%0	CT-D4	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111110000110001111101010001
NFKB_f%0	GSK3_f%0,MYC%0	CT-F4	2.0	1	11112111111011001000001111111100100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110101111101010001
NFKB_f%0	GSK3_f%0,STAT3%0	CT-ST	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111001111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,PDPK1%0	CT-G2	1.0	1	11111111111011001000001111111100100100010100001111110000111111011110101110000111111111011001100111010000101111010111111111111000110101111101010010
NFKB_f%0	GSK3_f%0,ROCK1%0	CT-G4	3.0	1	11113111111011001000011111111010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	GSK3_f%0,SYK%0	CT-P5	3.0	1	11113111011011001000011111111010100100001100001111110000111111011110100001111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,PIK3CA%0	PD-PI	2.0	1	11112111111010001000011111111010100100001000001111110000011111011010111111011111101111011001100111010000100011010111111111111000110001111101010000
NFKB_f%0	MEK_f%0,CTNNB1%0	PD-PK	2.0	1	11112111111010001000011111100010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,JNK_f%0	PD-JN	n/a	0	-
NFKB_f%0	MEK_f%0,RSK_f%0	PD-D1	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,IKBKB%0	PD-60	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101101011001100110010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,TGFBR1%0,ACVR1%0	PD-SB	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011000111111101110000110001111101010001
NFKB_f%0	MEK_f%0,JAK_f%0	PD-RU	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,CK1_f%0,TGFBR1%0	PD-D4	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111110000110001111101010001
NFKB_f%0	MEK_f%0,MYC%0	PD-F4	1.0	1	11111111111010001000001111111100100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110101111101010001
NFKB_f%0	MEK_f%0,STAT3%0	PD-ST	1.0	1	11111111111010001000010111111010100100001000001111110000111111011010111111011111001111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,PDPK1%0	PD-G2	1.0	1	11111111111010001000001111111100100100010000001111110000111111011010111110000111111111011001100111010000100011010111111111111000110101111101010010
NFKB_f%0	MEK_f%0,ROCK1%0	PD-G4	2.0	1	11112111111010001000011111111010100100001000001111110000111111011010111111011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	MEK_f%0,SYK%0	PD-P5	2.0	1	11112111011010001000011111111010100100001000001111110000111111011010110001011111101111011001100111010000100011010111111111111000110001111101010001
NFKB_f%0	PIK3CA%0,CTNNB1%0	PI-PK	3.0	1	11113111111011001000011111100010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,JNK_f%0	PI-JN	n/a	0	-
NFKB_f%0	PIK3CA%0,RSK_f%0	PI-D1	2.0	1	11112111111011001000011111111010100100001100001111110000011111011110101111011111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,IKBKB%0	PI-60	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101101011001100110010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,TGFBR1%0,ACVR1%0	PI-SB	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111000111111101110000110001111101010000
NFKB_f%0	PIK3CA%0,JAK_f%0	PI-RU	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,CK1_f%0,TGFBR1%0	PI-D4	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111110000110001111101010000
NFKB_f%0	PIK3CA%0,MYC%0	PI-F4	2.0	1	11112111111011001000001111111100100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110101111101010000
NFKB_f%0	PIK3CA%0,STAT3%0	PI-ST	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111001111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,PDPK1%0	PI-G2	1.0	1	11111111111011001000001111111100100100000100001111110000011111011110101110000111111111011001100111010000101111010111111111111000110101111101010010
NFKB_f%0	PIK3CA%0,ROCK1%0	PI-G4	3.0	1	11113111111011001000011111111010100100001100001111110000011111011110101111111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	PIK3CA%0,SYK%0	PI-P5	3.0	1	11113111011011001000011111111010100100001100001111110000011111011110100001111111101111011001100111010000101111010111111111111000110001111101010000
NFKB_f%0	CTNNB1%0,JNK_f%0	PK-JN	n/a	0	-
NFKB_f%0	CTNNB1%0,RSK_f%0	PK-D1	2.0	1	11112111111011001000011111100010100100001100001111110000111111011110101111011111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	CTNNB1%0,IKBKB%0	PK-60	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101101011001100110010000101111010111111111111000110001111101010001
NFKB_f%0	CTNNB1%0,TGFBR1%0,ACVR1%0	PK-SB	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101111011001100111010000101111000111111101110000110001111101010001
NFKB_f%0	CTNNB1%0,JAK_f%0	PK-RU	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111111000110001111101010001
NFKB_f%0	CTNNB1%0,CK1_f%0,TGFBR1%0	PK-D4	3.0	1	11113111111011001000011111100010100100001100001111110000111111011110101111111111101111011001100111010000101111010111111111110000110001111101010001
